loan_id,account_id,date,amount,duration,payments,status,account_id,district_id,frequency,date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
5953,4715,1997-03-14,97176,24,4049.0,C,4715,8,POPLATEK MESICNE,1996-10-28,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987
5956,4725,1997-11-04,168264,36,4674.0,C,4725,73,POPLATEK MESICNE,1997-04-14,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
5959,4727,1995-08-11,107640,24,4485.0,A,4727,2,POPLATEK MESICNE,1995-02-13,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674
5963,4746,1997-09-07,204780,60,3413.0,C,4746,54,POPLATEK MESICNE,1997-02-21,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
5970,4774,1995-07-09,465072,48,9689.0,C,4774,66,POPLATEK MESICNE,1994-01-14,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
5973,4784,1997-11-24,219456,48,4572.0,C,4784,46,POPLATEK MESICNE,1997-08-08,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618
5976,4794,1997-12-27,465504,48,9698.0,D,4794,72,POPLATEK MESICNE,1996-12-18,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
5977,4803,1997-02-25,59136,48,1232.0,C,4803,26,POPLATEK MESICNE,1996-06-08,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261
5980,4825,1995-08-18,21396,12,1783.0,A,4825,15,POPLATEK MESICNE,1994-06-04,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
5988,4851,1996-08-22,141648,24,5902.0,A,4851,52,POPLATEK MESICNE,1996-02-04,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
5989,4852,1996-03-04,213300,36,5925.0,C,4852,47,POPLATEK MESICNE,1995-04-13,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410
5991,4858,1998-07-27,335184,48,6983.0,D,4858,67,POPLATEK MESICNE,1997-06-21,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079
5992,4863,1997-03-18,76080,12,6340.0,A,4863,5,POPLATEK MESICNE,1996-03-12,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
5997,4894,1993-11-04,117024,24,4876.0,A,4894,14,POPLATEK MESICNE,1993-06-20,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295
5999,4907,1996-01-03,98832,48,2059.0,C,4907,42,POPLATEK MESICNE,1994-02-06,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
6004,4937,1994-07-23,143904,24,5996.0,A,4937,12,POPLATEK MESICNE,1993-02-20,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868
6006,4948,1996-11-15,359760,60,5996.0,C,4948,43,POPLATEK MESICNE,1995-07-29,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891
6007,4949,1997-08-30,289920,48,6040.0,C,4949,33,POPLATEK MESICNE,1996-10-14,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859
6010,4969,1997-03-06,150180,60,2503.0,C,4969,60,POPLATEK TYDNE,1996-08-19,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
6011,4981,1996-11-28,179328,48,3736.0,C,4981,54,POPLATEK MESICNE,1996-01-22,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
6012,4994,1996-08-03,258444,36,7179.0,C,4994,1,POPLATEK TYDNE,1996-01-11,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6013,4995,1996-02-03,128988,36,3583.0,D,4995,20,POPLATEK TYDNE,1994-08-01,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.6,3.64,120,1563.0,1542
6014,4999,1997-05-18,165168,36,4588.0,C,4999,1,POPLATEK MESICNE,1996-02-12,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6015,5001,1996-11-09,110112,24,4588.0,A,5001,53,POPLATEK MESICNE,1995-12-15,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903
6019,5033,1996-07-25,11400,12,950.0,A,5033,54,POPLATEK MESICNE,1995-08-03,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
6027,5066,1996-02-10,61656,24,2569.0,B,5066,13,POPLATEK TYDNE,1995-08-27,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875
6028,5072,1997-02-09,317520,60,5292.0,C,5072,6,POPLATEK MESICNE,1996-04-12,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120
6037,5118,1997-05-04,53232,48,1109.0,C,5118,72,POPLATEK MESICNE,1995-08-05,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
6038,5120,1994-08-10,323472,48,6739.0,A,5120,1,POPLATEK MESICNE,1993-06-21,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6043,5126,1996-01-11,20352,48,424.0,C,5126,58,POPLATEK MESICNE,1995-04-03,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471
6044,5133,1998-01-27,57060,12,4755.0,C,5133,68,POPLATEK TYDNE,1996-12-08,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887
6052,5164,1998-03-23,22356,36,621.0,C,5164,5,POPLATEK MESICNE,1997-05-13,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
6054,5180,1998-07-16,58764,12,4897.0,C,5180,54,POPLATEK MESICNE,1997-02-24,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
6055,5181,1997-04-28,399120,60,6652.0,C,5181,75,POPLATEK MESICNE,1996-02-03,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505
6059,5196,1997-12-28,79824,12,6652.0,A,5196,13,POPLATEK TYDNE,1997-06-29,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875
6063,5213,1996-04-25,320976,48,6687.0,D,5213,1,POPLATEK MESICNE,1995-08-18,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6064,5215,1994-08-04,14628,12,1219.0,A,5215,55,POPLATEK MESICNE,1993-07-01,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894
6066,5228,1994-07-11,173808,24,7242.0,A,5228,77,POPLATEK PO OBRATU,1993-06-23,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590
6072,5256,1994-05-10,193968,36,5388.0,A,5256,72,POPLATEK PO OBRATU,1993-10-25,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
6073,5263,1996-11-12,276300,60,4605.0,C,5263,64,POPLATEK MESICNE,1995-07-14,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
6075,5267,1997-11-26,129312,24,5388.0,D,5267,4,POPLATEK MESICNE,1996-01-12,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892
6076,5269,1997-02-02,117420,60,1957.0,C,5269,49,POPLATEK MESICNE,1996-07-04,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.8,2.26,155,1660.0,2123
6077,5270,1993-11-22,79608,24,3317.0,A,5270,44,POPLATEK MESICNE,1993-01-13,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325
6078,5283,1998-09-09,170832,48,3559.0,C,5283,15,POPLATEK MESICNE,1997-09-18,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
6083,5305,1998-03-31,240528,48,5011.0,C,5305,47,POPLATEK MESICNE,1996-09-16,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410
6087,5313,1994-02-27,300660,60,5011.0,C,5313,40,POPLATEK MESICNE,1993-04-29,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872
6088,5317,1997-03-07,90180,36,2505.0,C,5317,28,POPLATEK MESICNE,1996-10-20,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525
6095,5358,1997-01-24,68340,60,1139.0,C,5358,4,POPLATEK MESICNE,1995-05-18,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892
6097,5362,1997-08-21,202848,48,4226.0,C,5362,76,POPLATEK TYDNE,1996-09-06,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807
6103,5385,1994-04-07,149340,60,2489.0,C,5385,44,POPLATEK TYDNE,1993-05-21,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325
6104,5395,1997-09-05,158184,36,4394.0,C,5395,47,POPLATEK MESICNE,1996-04-26,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410
6109,5422,1996-06-03,368880,60,6148.0,C,5422,66,POPLATEK MESICNE,1994-10-22,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
6111,5428,1993-09-24,174744,24,7281.0,B,5428,24,POPLATEK MESICNE,1993-04-14,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
6112,5442,1994-06-17,174744,24,7281.0,B,5442,34,POPLATEK MESICNE,1993-03-22,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190
6113,5445,1997-10-01,78696,36,2186.0,C,5445,72,POPLATEK MESICNE,1997-02-19,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
6118,5477,1997-10-04,349392,48,7279.0,C,5477,57,POPLATEK MESICNE,1995-12-17,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
6120,5481,1994-09-11,209184,48,4358.0,A,5481,52,POPLATEK MESICNE,1993-08-16,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
6130,5541,1996-07-18,32640,48,680.0,C,5541,43,POPLATEK MESICNE,1995-03-24,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891
6136,5572,1998-04-19,140880,60,2348.0,C,5572,15,POPLATEK MESICNE,1997-08-11,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
6137,5574,1996-04-10,44628,12,3719.0,A,5574,13,POPLATEK TYDNE,1994-07-14,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875
6142,5591,1997-01-21,221880,60,3698.0,C,5591,9,POPLATEK MESICNE,1996-03-16,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487
6144,5593,1996-08-09,44376,12,3698.0,A,5593,15,POPLATEK MESICNE,1996-02-27,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
6147,5602,1997-12-28,177504,48,3698.0,C,5602,19,POPLATEK PO OBRATU,1996-07-10,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
6150,5622,1994-11-02,83016,12,6918.0,A,5622,70,POPLATEK MESICNE,1993-02-08,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
6151,5628,1995-04-25,225420,60,3757.0,C,5628,61,POPLATEK MESICNE,1994-06-17,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059
6153,5632,1995-07-25,285600,60,4760.0,C,5632,5,POPLATEK TYDNE,1994-11-15,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
6157,5650,1995-07-10,98592,24,4108.0,A,5650,10,POPLATEK PO OBRATU,1995-01-08,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316
6168,5698,1998-11-21,99216,36,2756.0,C,5698,1,POPLATEK MESICNE,1997-09-04,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6169,5700,1995-03-16,103680,60,1728.0,D,5700,42,POPLATEK MESICNE,1993-07-20,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
6173,5724,1997-01-08,232560,48,4845.0,C,5724,14,POPLATEK PO OBRATU,1995-04-19,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295
6175,5735,1996-02-21,290700,60,4845.0,D,5735,52,POPLATEK MESICNE,1995-01-25,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
6178,5742,1995-12-16,232560,48,4845.0,C,5742,74,POPLATEK PO OBRATU,1995-07-05,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
6185,5774,1995-11-28,31176,24,1299.0,A,5774,1,POPLATEK MESICNE,1995-06-08,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6190,5794,1996-05-06,123600,60,2060.0,C,5794,70,POPLATEK MESICNE,1995-07-14,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
6196,5837,1997-09-14,177804,36,4939.0,C,5837,5,POPLATEK MESICNE,1996-07-18,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
6202,5891,1994-04-18,65184,12,5432.0,A,5891,54,POPLATEK MESICNE,1993-01-25,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
6207,5912,1998-06-23,184620,60,3077.0,C,5912,45,POPLATEK MESICNE,1996-10-25,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122
6210,5927,1994-06-06,87216,48,1817.0,B,5927,15,POPLATEK MESICNE,1993-11-26,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
6215,5944,1998-06-18,78720,48,1640.0,C,5944,27,POPLATEK MESICNE,1997-06-06,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127
6216,5952,1994-09-30,141240,24,5885.0,A,5952,50,POPLATEK MESICNE,1993-09-07,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
6223,5991,1994-11-03,61056,48,1272.0,A,5991,1,POPLATEK MESICNE,1993-11-21,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6227,6030,1995-03-04,28248,24,1177.0,A,6030,47,POPLATEK MESICNE,1993-08-24,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410
6228,6034,1993-12-01,464520,60,7742.0,B,6034,6,POPLATEK TYDNE,1993-03-19,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120
6229,6040,1994-10-02,11736,24,489.0,A,6040,1,POPLATEK MESICNE,1993-04-22,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6232,6051,1994-07-08,276660,36,7685.0,B,6051,56,POPLATEK MESICNE,1993-08-28,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158
6234,6061,1998-05-28,5148,12,429.0,C,6061,1,POPLATEK MESICNE,1997-03-08,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6235,6062,1998-04-19,321360,60,5356.0,C,6062,24,POPLATEK MESICNE,1996-08-28,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
6237,6075,1998-01-06,407952,48,8499.0,D,6075,19,POPLATEK MESICNE,1996-09-15,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
6239,6083,1997-09-28,360864,48,7518.0,D,6083,6,POPLATEK TYDNE,1996-09-19,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120
6242,6097,1997-10-22,26208,36,728.0,C,6097,29,POPLATEK MESICNE,1997-06-15,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888
6244,6118,1995-01-08,270648,36,7518.0,B,6118,1,POPLATEK TYDNE,1994-03-07,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6249,6138,1997-07-30,67608,24,2817.0,C,6138,54,POPLATEK MESICNE,1997-01-22,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
6253,6148,1994-11-04,59760,24,2490.0,A,6148,74,POPLATEK MESICNE,1993-12-27,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
6254,6157,1997-12-28,247920,48,5165.0,C,6157,34,POPLATEK MESICNE,1996-11-11,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190
6255,6158,1997-02-08,247920,48,5165.0,D,6158,67,POPLATEK MESICNE,1996-05-13,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079
6272,6226,1994-12-20,398640,60,6644.0,C,6226,74,POPLATEK TYDNE,1993-07-26,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
6278,6265,1997-06-10,87360,24,3640.0,C,6265,5,POPLATEK MESICNE,1996-11-01,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
6279,6273,1994-06-07,87360,24,3640.0,A,6273,38,POPLATEK MESICNE,1993-07-21,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
6283,6289,1996-08-11,85632,48,1784.0,C,6289,64,POPLATEK MESICNE,1995-04-05,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
6294,6353,1995-02-12,79920,60,1332.0,C,6353,26,POPLATEK MESICNE,1993-11-26,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261
6296,6358,1996-08-06,270384,48,5633.0,C,6358,3,POPLATEK MESICNE,1995-05-27,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813
6297,6363,1994-10-25,17508,12,1459.0,A,6363,74,POPLATEK MESICNE,1993-08-01,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
6302,6397,1996-09-16,181020,60,3017.0,C,6397,48,POPLATEK MESICNE,1995-03-15,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717
6303,6400,1996-02-12,72408,24,3017.0,B,6400,31,POPLATEK PO OBRATU,1995-10-09,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452
6306,6425,1994-12-20,36684,12,3057.0,A,6425,31,POPLATEK MESICNE,1993-03-29,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452
6309,6434,1996-11-11,110136,24,4589.0,A,6434,1,POPLATEK MESICNE,1995-05-08,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6310,6440,1997-06-17,34572,12,2881.0,A,6440,1,POPLATEK MESICNE,1996-11-01,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6312,6453,1998-05-17,10944,36,304.0,C,6453,34,POPLATEK MESICNE,1996-07-27,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190
6313,6461,1997-06-15,150912,36,4192.0,C,6461,50,POPLATEK MESICNE,1996-07-17,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
6315,6472,1995-02-06,43164,12,3597.0,A,6472,61,POPLATEK MESICNE,1994-02-08,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059
6316,6473,1994-05-26,76908,12,6409.0,B,6473,12,POPLATEK MESICNE,1993-01-26,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868
6320,6495,1998-04-28,104964,12,8747.0,C,6495,6,POPLATEK MESICNE,1996-07-23,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120
6321,6505,1998-10-08,38496,12,3208.0,C,6505,7,POPLATEK MESICNE,1997-09-13,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846
6322,6510,1997-05-06,76992,24,3208.0,C,6510,74,POPLATEK MESICNE,1996-12-18,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
6336,6555,1994-03-31,212400,36,5900.0,A,6555,38,POPLATEK TYDNE,1993-03-05,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
6338,6592,1997-08-24,390660,60,6511.0,C,6592,1,POPLATEK MESICNE,1996-10-20,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6342,6609,1995-11-12,60156,36,1671.0,B,6609,16,POPLATEK MESICNE,1995-03-27,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913
6346,6649,1997-05-22,100260,60,1671.0,C,6649,1,POPLATEK MESICNE,1995-07-08,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6350,6678,1997-07-09,294384,48,6133.0,C,6678,54,POPLATEK MESICNE,1996-01-03,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
6353,6686,1997-12-25,116496,24,4854.0,C,6686,61,POPLATEK MESICNE,1996-02-10,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059
6354,6688,1996-10-23,22968,36,638.0,C,6688,16,POPLATEK MESICNE,1996-06-25,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913
6355,6699,1997-09-24,127200,48,2650.0,C,6699,35,POPLATEK MESICNE,1996-06-08,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.0,1.21,130,3384.0,3620
6356,6701,1993-12-08,95400,36,2650.0,A,6701,49,POPLATEK TYDNE,1993-03-15,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.8,2.26,155,1660.0,2123
6357,6706,1998-07-12,64860,60,1081.0,C,6706,38,POPLATEK MESICNE,1996-12-28,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
6358,6715,1995-01-14,137880,60,2298.0,D,6715,48,POPLATEK TYDNE,1993-09-15,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717
6362,6738,1995-10-31,37908,12,3159.0,A,6738,62,POPLATEK MESICNE,1994-07-28,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906
6377,6792,1997-03-17,17184,12,1432.0,A,6792,1,POPLATEK MESICNE,1996-05-11,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
6386,6856,1997-04-30,124344,36,3454.0,C,6856,43,POPLATEK MESICNE,1995-08-19,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891
6399,6902,1997-12-21,49320,36,1370.0,C,6902,60,POPLATEK MESICNE,1996-10-22,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
6402,6922,1998-12-06,139488,24,5812.0,C,6922,3,POPLATEK TYDNE,1997-05-12,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813
6403,6924,1995-12-05,194880,48,4060.0,C,6924,74,POPLATEK MESICNE,1994-06-01,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
6407,6930,1994-05-26,25944,24,1081.0,A,6930,41,POPLATEK MESICNE,1993-09-08,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
6415,6950,1997-02-12,475680,48,9910.0,C,6950,36,POPLATEK MESICNE,1996-10-12,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132
6421,6985,1996-07-25,96768,36,2688.0,C,6985,38,POPLATEK MESICNE,1995-07-27,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
6435,7045,1997-06-16,288720,48,6015.0,C,7045,51,POPLATEK MESICNE,1996-12-26,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839
